Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Overload Condition,Transformer Fault,Temperature (Â°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW)
2024-01-01 0:00:00,232.4835708,5.124672741,1.191402218,0.3990291542,0.9077655281,46.61484531,26.39956605,0.0,1.055937052,0,0,17.84276706,64.52335267,0.4161564108,1.233158422
2024-01-01 0:15:00,229.3086785,22.21351868,5.093752614,1.248030013,0.8318133316,6.907169503,18.55501127,0.0,-3.910901834,1,0,18.75369823,49.6719396,0.4923343651,5.24782424
2024-01-01 0:30:00,233.2384427,46.13221716,10.75980649,2.790463577,0.9990053964,15.47763994,12.90502503,0.0,-0.1975505077,0,0,16.71932518,48.47276856,0.4277849948,10.5802783
2024-01-01 0:45:00,237.6151493,47.64897167,11.32211752,1.956965254,0.896462351,35.74639831,28.93712894,0.0,2.67192147,0,0,15.36456383,75.76677629,0.4879530579,11.22594596
2024-01-01 1:00:00,228.8292331,7.410166176,1.695662643,0.6247181672,0.8706807778,27.55503788,14.18464814,0.0,3.826937061,0,0,38.76033346,61.38421275,0.2900782956,1.696639053
2024-01-01 1:15:00,228.8293152,10.55400862,2.415066564,0.9358528121,0.9700034408,46.02933865,25.88770266,0.0,2.201227406,0,0,25.96980619,50.43747387,0.4697085147,2.48232092
2024-01-01 1:30:00,237.8960641,5.219165527,1.241618937,0.3680053317,0.9628554245,21.53642715,13.1287207,0.0,-0.8001847055,1,0,31.40675629,74.00103334,0.255648429,1.22906541
2024-01-01 1:45:00,233.8371736,44.09031705,10.30995512,1.500174491,0.8467785586,11.04182837,7.978981976,0.0,4.36145673,0,0,23.17963078,44.94522132,0.4212383618,10.77603391
2024-01-01 2:00:00,227.6526281,8.189880162,1.864447742,0.4854107255,0.9685981406,3.752725099,3.92713264,0.0,4.481335396,0,0,24.57609033,26.95697448,0.4312304075,1.807543709
2024-01-01 2:15:00,232.7128002,9.85550685,2.293502597,0.4374592103,0.8566823549,24.41706164,29.4375113,0.0,0.4680409547,1,0,11.23552208,26.66984982,0.1692192652,2.297330097
2024-01-01 2:30:00,227.6829115,15.24301923,3.470574999,0.8164854659,0.8135290216,39.8914351,6.225916881,0.0,-0.4276164125,0,0,38.67690961,33.98697559,0.1938132873,3.357168022
2024-01-01 2:45:00,227.6713512,46.27622982,10.53577177,3.185620073,0.8067092431,6.834522068,18.94709765,0.0,1.884990099,0,0,12.57159246,52.72370346,0.1877603599,10.04442318
2024-01-01 3:00:00,231.2098114,35.97053033,8.316739532,1.00807862,0.90414057,43.7021933,2.922127559,0.0,-0.1916693174,0,0,12.81124534,33.73286389,0.4986708503,8.222846006
2024-01-01 3:15:00,220.4335988,32.75966119,7.221330011,1.162561881,0.8679088981,38.04448205,5.224379325,0.0,1.170739402,0,0,27.91844018,30.23650722,0.4838866393,6.991575161
2024-01-01 3:30:00,221.3754108,40.30956076,8.923545573,2.899820175,0.9527958514,7.287042994,22.7826586,0.0,3.311595424,0,0,15.302827,57.47805245,0.1312108298,9.04864668
2024-01-01 3:45:00,227.1885624,36.19780239,8.223726686,0.9165390756,0.907161267,32.59878639,29.74558393,0.0,-4.796400074,1,0,32.66691011,66.87816575,0.4208587273,8.601984502
2024-01-01 4:00:00,224.9358444,38.56670693,8.675034789,2.43386412,0.9557866781,27.3482965,24.4137687,0.0,0.9161332281,0,1,21.00310554,74.95945902,0.3238911335,8.637637498
2024-01-01 4:15:00,231.5712367,8.314539741,1.92540825,0.3469207229,0.93739716,12.18893287,28.1807325,0.0,-3.305184175,0,0,18.71912187,28.2738608,0.497403769,1.921659234
2024-01-01 4:30:00,225.4598796,31.53943834,7.110877971,2.636327783,0.9971383558,28.07493659,29.36039233,0.0,-2.981822368,0,0,37.13534407,35.43341028,0.281159402,6.876800383
2024-01-01 4:45:00,222.9384815,38.89432793,8.671042407,3.034261036,0.8963066876,0.4332426269,23.62257506,0.0,2.33349459,0,0,12.6437344,60.07645274,0.2711368114,8.345163283
2024-01-01 5:00:00,237.3282438,30.45463791,7.227745733,2.716191067,0.8677105631,1.832131715,2.767822247,2.627791771,0.4693528631,0,0,34.58373786,62.51083658,0.4048100075,7.488723096
2024-01-01 5:15:00,228.8711185,5.530769301,1.265833356,0.1622283083,0.8364522126,28.87963809,21.35792772,0.0,-3.528706204,0,0,25.03969729,42.00123332,0.2065982952,1.289903732
2024-01-01 5:30:00,230.337641,14.50039503,3.339986784,1.330701352,0.9315624346,11.31122056,0.6617878424,0.0,-4.787429241,0,0,35.8798666,33.41909723,0.2037740763,3.419429689
2024-01-01 5:45:00,222.8762591,48.33049987,10.77172101,1.540885716,0.9078324646,28.08112237,27.9235614,0.0,-1.356241687,0,0,36.56768015,37.13749392,0.4421242273,10.89163565
2024-01-01 6:00:00,227.2780864,36.71125884,8.343664658,3.012377207,0.9415346225,25.6314756,20.88574779,0.0,-0.1700882497,0,0,28.16169773,71.544466,0.2301834393,8.743042473
2024-01-01 6:15:00,230.5546129,35.98272054,8.295982207,1.765306631,0.9565391424,31.55608908,24.99828605,0.0,-4.421229681,0,0,17.98480744,49.62890816,0.1531111331,8.369162483
2024-01-01 6:30:00,224.2450321,34.71135988,7.783850011,3.008698028,0.9303165955,4.263404859,29.86607611,0.0,-0.9335265515,0,0,13.01613128,27.83017345,0.1799694903,7.643945569
2024-01-01 6:45:00,231.8784901,10.75136001,2.493009125,0.2500792612,0.9636866918,23.43335046,8.029365355,0.0,3.799785996,0,0,22.49720479,23.28620153,0.3026863334,2.589522843
2024-01-01 7:00:00,226.9968066,5.183725145,1.176689054,0.3609506997,0.8424363775,13.57231038,20.7917288,0.0,3.795958301,0,0,27.65394917,31.48786355,0.269659491,1.171304213
2024-01-01 7:15:00,228.5415313,24.82935431,5.674538655,2.262425055,0.9801542309,27.8527705,1.837760807,0.0,4.751285004,0,0,23.23573266,22.92129469,0.4335868903,5.862230863
2024-01-01 7:30:00,226.9914669,24.99459822,5.673560515,1.748365178,0.8478326569,37.41590975,28.13298568,0.0,-1.033764596,0,0,25.85373256,53.20946639,0.4125553801,5.876911068
2024-01-01 7:45:00,239.2613909,41.5312453,9.936823518,3.099921582,0.8664706582,23.56903124,5.274051794,0.0,-1.520350445,0,0,36.00998071,40.54400454,0.4080889893,9.693436576
2024-01-01 8:00:00,229.9325139,13.17053824,3.028334966,0.9090294007,0.8251135213,22.47913369,17.06211593,0.0,-3.716308096,0,0,18.00476812,71.17160472,0.420192185,2.937712419
2024-01-01 8:15:00,224.7114454,17.38000234,3.905485446,1.538026242,0.8353419928,7.39045865,13.457562,0.0,-3.128083939,0,0,16.50892315,51.54859537,0.35025448,3.841280885
2024-01-01 8:30:00,234.1127246,8.520904926,1.994852268,0.6289406387,0.9409371703,40.81549176,0.9367771899,0.0,4.780479814,0,0,32.78654264,31.90359675,0.1379691192,2.05856075
2024-01-01 8:45:00,223.8957818,22.99437659,5.148343922,1.282352765,0.8293740537,7.88341525,0.4539779735,0.0,-2.834312496,0,0,36.9660999,59.78056008,0.1845362089,4.926068197
2024-01-01 9:00:00,231.044318,16.51953868,3.816745548,0.6653708174,0.9975000123,6.358895419,10.07150567,0.0,0.4985133101,0,0,35.61067848,34.00014266,0.1013491926,3.759651494
2024-01-01 9:15:00,220.2016494,16.83031299,3.706062679,1.234485572,0.9886463513,38.58749027,4.214389908,0.0,-0.06307038523,0,0,18.43705621,78.10739199,0.3178432328,3.56785733
2024-01-01 9:30:00,223.3590698,16.43238892,3.670323103,0.5443346873,0.813684594,48.74399316,27.05997202,0.0,-1.791050878,0,0,18.049802,21.63730256,0.3972112782,3.594609341
2024-01-01 9:45:00,230.9843062,15.41833291,3.56139293,0.4225248251,0.9578735543,8.703960001,28.04640216,0.0,1.859836507,0,0,18.10960573,68.25418501,0.1680048156,3.429406716
2024-01-01 10:00:00,233.6923329,19.39068636,4.531454733,1.490556348,0.8756134995,22.12969084,14.09701264,0.0,2.626595428,0,0,12.11021856,68.52744485,0.1031690999,4.437380229
2024-01-01 10:15:00,230.8568414,29.15105742,6.729721039,1.417617516,0.9614382588,2.938504488,20.52640733,0.0,0.3287669821,0,0,28.29318969,26.60469664,0.4472634423,6.527165612
2024-01-01 10:30:00,229.4217586,24.69696247,5.666020562,0.9272425976,0.8132591289,48.50520053,8.306758177,0.0,2.139018746,0,0,12.98666871,37.27080675,0.312793846,5.650325138
2024-01-01 10:45:00,228.4944815,7.855113255,1.794850031,0.5924518471,0.9248639652,32.51284894,25.83033095,0.0,0.9930992003,0,0,31.21362721,45.3770799,0.2007971592,1.828618062
2024-01-01 11:00:00,222.60739,24.16369387,5.379016826,1.938005333,0.943424221,41.98158435,15.26012804,0.0,2.244065849,0,0,34.58812408,54.54043578,0.2517118823,5.384208923
2024-01-01 11:15:00,226.400779,43.08252145,9.753916416,1.284079086,0.9693411729,25.4191028,16.8880144,0.0,-1.211126237,0,0,21.75330768,71.99007256,0.3656777938,10.0956542
2024-01-01 11:30:00,227.6968061,9.531685286,2.170334297,0.4872066685,0.9777250682,35.25446494,9.041731116,0.0,2.236970862,0,0,31.84472637,63.77852581,0.4723560152,2.067392745
2024-01-01 11:45:00,235.2856111,47.49627197,11.17518938,1.197153857,0.8022139493,23.75146465,4.627561864,0.0,0.8617799526,0,0,23.92513139,74.25691795,0.4428393995,11.71883429
2024-01-01 12:00:00,231.7180914,18.88656668,4.376359186,1.524269558,0.9494400505,23.2385733,29.44088095,0.0,-4.886691838,0,0,17.19725881,29.56879613,0.3322832173,4.247546256
2024-01-01 12:15:00,221.1847992,5.654103323,1.250601708,0.1281420063,0.8292915393,31.04583533,23.77202343,0.0,0.5680334056,0,0,14.52739219,78.43834716,0.1745428955,1.194459202
2024-01-01 12:30:00,231.6204198,16.39200106,3.796722167,0.824471776,0.9069713319,35.76912686,4.271253418,0.0,0.32519203,0,0,20.78363169,62.29794948,0.3271626254,3.668042062
2024-01-01 12:45:00,228.0745886,8.134682925,1.855314461,0.6879931906,0.8742485105,43.97111274,27.77347071,0.0,-0.8515840951,0,0,28.42041148,29.92413334,0.1207917998,1.898833525
2024-01-01 13:00:00,226.61539,30.48716057,6.908859783,1.900007388,0.8448110101,35.14883664,0.2539069318,0.0,-3.23340493,0,0,32.56536483,39.59790071,0.3786920222,6.738324671
2024-01-01 13:15:00,233.0583814,19.23463074,4.482791908,1.527964565,0.8606186997,45.07013976,28.01723917,0.0,-0.9045997927,0,0,16.22307866,36.68780021,0.2215092532,4.627929837
2024-01-01 13:30:00,235.1549976,41.30944763,9.714123058,1.364727844,0.8521717229,11.54375515,24.7472725,0.0,0.9643439613,0,0,28.55818044,78.93060664,0.1606683403,9.85870017
2024-01-01 13:45:00,234.6564006,37.96812897,8.90946448,1.19748995,0.8453666594,13.06499233,11.03005533,0.0,1.352250534,0,0,22.55145376,76.64852129,0.1809534564,8.833309383
2024-01-01 14:00:00,225.8039124,26.08684068,5.890510687,1.215317174,0.9302420245,11.68859385,2.489486091,0.0,3.619886141,0,0,34.39623809,76.49972332,0.2245758192,5.694023262
2024-01-01 14:15:00,228.4539381,30.22707249,6.905493748,2.085005523,0.8691666787,5.220176041,24.57563468,0.0,-3.963559016,0,0,26.98353522,74.92601518,0.2794389144,6.93195704
2024-01-01 14:30:00,231.6563172,32.39463204,7.504421155,1.11813688,0.9788065217,29.36607642,29.57549333,0.0,0.7251248881,0,1,39.21984824,44.82107407,0.3324661283,7.350739029
2024-01-01 14:45:00,234.8777256,17.18171093,4.035601186,0.482916803,0.9080557485,19.66650224,20.1093496,0.0,4.422532859,1,0,30.25783573,49.61082972,0.113371144,3.946947707
2024-01-01 15:00:00,227.6041288,11.27193679,2.565539354,1.00761301,0.9036563034,30.24811483,5.676696065,0.0,-0.7481020834,0,0,11.24241698,25.79904072,0.2386043828,2.530136534
2024-01-01 15:15:00,229.0717051,21.94334672,5.02659985,0.9411521405,0.9848415124,26.19974692,9.315559783,0.0,0.4756602846,0,0,15.6382062,51.69049689,0.2104139584,5.152442631
2024-01-01 15:30:00,224.4683251,9.268589575,2.080504778,0.59777261,0.9755689075,28.87055455,12.60982925,0.0,4.10322519,0,0,13.52502533,24.31292044,0.2510710386,2.160663885
2024-01-01 15:45:00,224.0189669,19.16885189,4.294186397,1.27908415,0.8057112842,17.66775994,8.855794608,0.0,-2.513525468,0,0,27.37809645,57.66218384,0.3246359779,4.4759313
2024-01-01 16:00:00,234.0626291,29.86709723,6.990771303,0.7801216643,0.9217477717,9.960727558,17.28644293,0.0,-0.5955028413,1,0,10.30196518,39.99838438,0.4811277499,6.814182972
2024-01-01 16:15:00,236.7812001,29.30506359,6.938888126,1.87190763,0.9214177679,34.16561284,24.97607495,0.0,-1.77299709,0,0,34.54798417,56.67711749,0.3770840683,6.964585496
2024-01-01 16:30:00,229.6399494,10.42760185,2.394593961,0.3833532185,0.9848673453,35.42154342,21.19264633,0.0,-2.481381048,0,0,12.16752311,29.12591508,0.4803096248,2.459188432
